id,host_response_rate,neighbourhood,zipcode,property_type,room_type,accommodates,bathrooms,bedrooms,beds,price,number_of_reviews,review_scores_rating
23043399,0.78,University Heights,92103,House,Entire home/apt,2,1,0,1,120,24,98
36066101,1,Golden Hill,92102,Guest suite,Entire home/apt,4,1,0,2,106,23,98
29540903,1,Old Town,92110,House,Entire home/apt,4,1,1,1,155,38,89
26897854,1,Clairemont Mesa West,92111,Guest suite,Entire home/apt,2,1,1,1,89,65,99
908300,1,Sherman Heights,92102,Guest suite,Entire home/apt,4,1,1,2,90,146,91
39028447,0.99,Grantville,92120,Apartment,Entire home/apt,6,2,2,3,10000,10,100
27555770,1,Pacific Beach,92109,House,Entire home/apt,6,2.5,3,4,350,12,100
39202372,0.99,La Jolla,92037,Apartment,Entire home/apt,2,1,1,2,350,2,100
14479915,1,Gaslamp,92101,Apartment,Entire home/apt,8,1,1,4,139,93,92
38780452,1,Pacific Beach,92109,Apartment,Entire home/apt,4,1,2,2,130,5,92
32422605,1,Azalea/Hollywood Park,92105,House,Entire home/apt,16,2,4,6,108,75,97
3386693,1,Point Loma Heights,92107,House,Entire home/apt,4,1,1,1,99,182,97
22530341,0.9,Park West,92101,Apartment,Entire home/apt,4,2,2,2,159,79,91
33317506,1,East Village,92101,Condominium,Entire home/apt,6,1,2,4,299,63,92
32870757,1,Pacific Beach,92109,Cottage,Entire home/apt,4,1,2,3,92,1,100
37997653,1,Pacific Beach,92109,Apartment,Entire home/apt,10,3,3,3,349,5,100
16339107,1,North Park,92104,Bungalow,Private room,2,1,1,1,59,41,98
8860388,1,Pacific Beach,92109,Apartment,Entire home/apt,4,1,2,2,95,154,98
29386556,1,Linda Vista,92108,Apartment,Entire home/apt,7,2,2,4,149,103,91
7473072,0.9,Mission Beach,92109,House,Entire home/apt,14,3.5,3,5,365,81,99
25190764,1,Sherman Heights,92102,House,Entire home/apt,4,1,2,2,175,5,88
23964854,1,Lake Murray,92119,House,Private room,1,1,1,1,60,18,99
38212672,1,University Heights,92116,Apartment,Entire home/apt,2,1,1,1,75,31,96
22983731,1,Cortez,92101,Townhouse,Private room,2,1,1,1,79,13,89
12387177,1,Rancho Penasquitos,92129,House,Private room,1,1,1,1,40,4,100
33777816,1,Linda Vista,92108,Apartment,Entire home/apt,5,2.5,2,4,199,28,96
34203560,1,Park West,92101,Condominium,Private room,2,1,1,1,60,20,100
30823403,1,Pacific Beach,92109,Cottage,Private room,1,1,1,1,85,1,100
21789142,1,Golden Hill,92113,House,Entire home/apt,4,2.5,2,2,200,3,93
11804673,1,Core-Columbia,92101,Condominium,Entire home/apt,2,1,0,1,60,5,100
26805511,0.9,Marina,92101,Apartment,Entire home/apt,4,1,1,2,115,14,94
34200058,1,Core-Columbia,92101,Apartment,Private room,2,2,0,1,75,27,89
23788553,1,Pacific Beach,92109,Apartment,Entire home/apt,5,1,2,2,249,81,99
29411667,0.9,Ridgeview/Webster,92102,Bungalow,Private room,2,1,1,0,49,16,96
26448735,1,Cortez,92101,Condominium,Entire home/apt,4,1,1,1,85,3,73
25237654,1,Rancho Penasquitos,92129,House,Entire home/apt,10,4.5,5,7,350,4,100
4278531,0.92,Mission Beach,92109,Cottage,Entire home/apt,5,1,2,3,200,90,89
26892664,1,Normal Heights,92116,Guesthouse,Entire home/apt,4,1,1,2,79,76,96
38959011,0.98,East Village,92101,Apartment,Entire home/apt,2,1,1,1,85,4,100
36671534,1,Mission Beach,92109,House,Entire home/apt,10,2.5,4,5,360,4,100
13546552,1,Jamacha Lomita,92114,House,Private room,2,1,1,1,50,132,96
19385724,0.73,La Jolla,92037,Guesthouse,Entire home/apt,3,1,0,1,100,62,82
39234166,1,Golden Hill,92102,Condominium,Entire home/apt,3,1,1,2,74,38,98
26879283,0.94,Teralta East,92115,House,Private room,2,1,1,1,50,99,89
22206466,0.99,Balboa Park,92101,Apartment,Entire home/apt,2,1,1,1,189,2,90
38619850,1,Morena,92110,House,Entire home/apt,12,2,3,5,299,15,97
11681135,1,Golden Hill,92102,House,Entire home/apt,6,1,3,4,149,164,94
39727546,1,Carmel Valley,92130,Apartment,Entire home/apt,2,1,1,1,135,4,100
17975928,1,La Jolla,92037,Condominium,Entire home/apt,5,2,2,2,305,3,80
26921712,1,Valencia Park,92114,House,Private room,2,1,1,2,53,27,96
17961439,0.99,Logan Heights,92102,Guesthouse,Entire home/apt,3,1,0,1,59,236,87
26531512,1,Pacific Beach,92109,Townhouse,Entire home/apt,7,2,2,3,270,54,99
35581421,1,North Park,92104,House,Entire home/apt,7,2,3,3,400,2,100
18599302,0.97,La Jolla,92037,House,Entire home/apt,14,7.5,5,8,829,11,93
36770616,1,Paradise Hills,92139,House,Private room,4,1,2,2,150,1,100
1752551,1,Ocean Beach,92107,House,Entire home/apt,6,1,2,0,175,53,96
28541190,0.88,Corridor,92104,Apartment,Entire home/apt,3,1,0,3,145,2,100
12610054,1,Linda Vista,92111,House,Private room,2,1,1,1,42,28,97
38875509,1,Ocean Beach,92107,House,Entire home/apt,7,2,3,3,300,3,100
18826313,1,Grantville,92108,Condominium,Private room,2,1,1,1,50,17,95
9315083,0.67,La Jolla,92037,Cottage,Private room,1,1,1,1,79,10,98
14992806,0,Pacific Beach,92109,House,Entire home/apt,15,3,5,7,775,9,98
39028562,1,Midtown,92103,House,Entire home/apt,4,1,2,2,200,1,100
22998926,0.96,Mission Beach,92109,Apartment,Entire home/apt,12,2,4,7,600,4,100
18504178,1,Pacific Beach,92109,Apartment,Private room,2,1,1,1,49,157,95
16348110,1,University Heights,92104,Apartment,Entire home/apt,4,1,1,2,109,156,97
28874215,0.99,Marina,92101,Apartment,Entire home/apt,2,1,1,1,159,2,90
16619544,1,East Village,92101,Condominium,Entire home/apt,4,1,1,2,113,1,100
40652682,1,North Park,92104,House,Private room,2,1,1,1,65,2,100
5424091,0.9,Marina,92101,Condominium,Entire home/apt,4,2,2,2,330,55,100
31155887,0.99,Logan Heights,92102,House,Entire home/apt,16,1,2,8,179,48,90
36675003,1,Pacific Beach,92109,House,Entire home/apt,8,2,4,4,599,19,99
35452482,1,Clairemont Mesa West,92117,House,Entire home/apt,10,2,4,5,250,15,92
19961395,0.99,University Heights,92116,Cottage,Entire home/apt,4,1,1,2,105,87,94
17977680,1,La Jolla,92037,House,Entire home/apt,14,4.5,6,8,1235,2,100
20786291,1,Talmadge,92115,House,Private room,2,1,1,1,32,32,98
30562717,1,South Park,92104,House,Entire home/apt,10,3,4,5,900,7,100
36797095,1,Park West,92101,House,Entire home/apt,4,1,1,1,100,2,100
20265374,1,Pacific Beach,92109,Cottage,Private room,3,1,1,2,79,184,94
38558065,1,Gaslamp,92101,Loft,Entire home/apt,10,1,2,5,191,38,95
38903610,0.9,Bay Park,92110,Camper/RV,Entire home/apt,2,1,1,1,95,7,100
3202151,1,La Jolla,92037,Apartment,Entire home/apt,3,1,1,1,154,110,97
24778776,0.98,Little Italy,92101,Apartment,Entire home/apt,2,1,0,1,111,54,97
6957405,1,La Jolla,92037,Apartment,Entire home/apt,2,1,1,1,145,64,99
32665379,0.99,Marina,92101,Apartment,Entire home/apt,2,1,1,1,159,1,60
6255485,1,Pacific Beach,92109,Cottage,Entire home/apt,6,1,2,3,155,244,96
26232974,1,Kensington,92116,House,Private room,2,1,0,1,49,11,91
25629939,1,Clairemont Mesa East,92117,Guest suite,Entire home/apt,4,1,1,2,89,101,100
26299202,1,Golden Hill,92102,Apartment,Entire home/apt,4,1,1,2,120,116,98
1725503,1,Hillcrest,92103,Bungalow,Entire home/apt,5,1,2,2,149,64,93
37023778,1,Pacific Beach,92109,Apartment,Entire home/apt,2,1,0,2,95,43,97
29938037,1,East Village,92101,Apartment,Entire home/apt,6,2,2,2,299,91,98
32966891,1,Serra Mesa,92123,House,Private room,2,1,1,1,175,11,100
190179,1,Mission Beach,92109,House,Entire home/apt,2,1,1,1,215,162,97
21227038,0.98,Gaslamp,92101,Apartment,Entire home/apt,2,1,0,1,120,59,92
23501181,1,Pacific Beach,92109,Apartment,Entire home/apt,4,1,1,2,106,91,94
32450431,1,Talmadge,92115,Guest suite,Entire home/apt,4,1,1,2,79,78,98
39693438,1,North Clairemont,92117,House,Private room,1,1,1,1,24,11,95
2464739,1,Ocean Beach,92107,Cottage,Entire home/apt,4,1,1,2,128,124,94
38407255,1,Adams North,92116,House,Private room,2,1,1,1,59,8,98
10388523,1,East Village,92101,Condominium,Entire home/apt,2,1,1,0,95,6,93
18734983,1,La Jolla,92037,Apartment,Entire home/apt,2,1,1,1,135,18,93
41061153,0.96,Pacific Beach,92109,Condominium,Entire home/apt,12,2,3,8,999,3,93
19892416,1,Jamacha Lomita,92114,Guesthouse,Private room,4,1,1,1,73,109,97
38645294,1,Harborview,92101,Loft,Entire home/apt,8,2,4,5,299,15,99
19967619,0.94,Mission Beach,92109,House,Entire home/apt,10,3,4,6,984,2,100
17481000,0.87,Mission Beach,92109,Apartment,Entire home/apt,3,1,1,2,120,176,97
14253455,1,Park West,92103,Apartment,Entire home/apt,4,2,2,2,229,2,100
6263057,0.97,Ocean Beach,92107,Cottage,Entire home/apt,3,1,1,1,99,218,95
28051732,1,East Village,92101,Apartment,Entire home/apt,6,2,2,3,299,69,98
8860255,1,Hillcrest,92103,Apartment,Entire home/apt,2,1,1,1,54,143,84
34321182,0.88,East Village,92101,Condominium,Private room,2,1,1,0,85,1,100
17975943,1,La Jolla,92037,House,Entire home/apt,5,1.5,2,3,278,5,72
39423007,1,Point Loma Heights,92107,House,Entire home/apt,15,4,5,7,349,4,100
15198454,1,East Village,92101,Condominium,Entire home/apt,3,1,1,2,125,65,92
20232388,1,Little Italy,92101,Townhouse,Entire home/apt,5,2.5,2,2,229,112,96
37573061,1,Mission Beach,92109,Guesthouse,Entire home/apt,4,2,2,3,255,1,100
19862229,1,Mission Beach,92109,Cottage,Entire home/apt,7,1,3,4,225,4,90
37629877,1,North Clairemont,92117,House,Entire home/apt,6,2,3,4,150,4,100
25541774,1,East Village,92101,Loft,Entire home/apt,4,1,0,2,200,108,99
32234858,1,North Park,92116,Apartment,Entire home/apt,4,1,2,2,135,47,90
2093833,1,Bay Park,92117,House,Private room,2,1,1,1,80,106,99
5603755,1,College East,92115,Guesthouse,Entire home/apt,2,1,0,1,79,65,99
37151184,1,North Park,92104,House,Entire home/apt,4,1,1,4,159,4,100
13084506,1,Sunset Cliffs,92107,Guest suite,Entire home/apt,2,1,0,1,75,429,94
40785872,0.99,Little Italy,92101,Apartment,Entire home/apt,4,1,0,2,195,2,100
4350971,1,Mission Beach,92109,Bungalow,Entire home/apt,8,2,2,2,250,48,92
19318161,1,Del Mar Heights,92014,Condominium,Entire home/apt,2,1.5,1,1,110,45,98
34369012,1,Pacific Beach,92109,Townhouse,Entire home/apt,6,3.5,3,4,199,6,97
19943977,1,Grant Hill,92102,House,Entire home/apt,6,2,3,4,171,68,97
32591765,0.9,Bay Park,92117,House,Private room,4,1,2,2,96,28,97
37469808,1,University Heights,92104,House,Private room,2,1,1,1,250,16,100
2997167,1,San Carlos,92124,House,Entire home/apt,12,2,4,6,298,11,100
38828420,0.9,East Village,92101,House,Private room,2,2,1,1,60,3,93
18898448,0.97,Mission Beach,92109,House,Entire home/apt,6,2,2,2,395,6,100
5338543,0.94,Mission Beach,92109,Apartment,Entire home/apt,4,1,1,2,150,15,81
9775834,1,Grantville,92108,Condominium,Entire home/apt,5,1,1,2,125,24,95
977935,1,Pacific Beach,92109,Apartment,Entire home/apt,6,1,1,3,222,1,100
23633391,1,East Village,92101,Apartment,Entire home/apt,5,2,2,2,200,50,90
31612574,1,Pacific Beach,92109,House,Entire home/apt,4,1,2,2,95,45,95
24584348,1,East Village,92101,Apartment,Private room,2,1,1,1,89,53,85
35913335,1,La Jolla,92037,Villa,Entire home/apt,12,4.5,5,7,1200,13,95
38037318,1,Lake Murray,92119,House,Entire home/apt,6,2,3,3,300,4,95
2864068,1,La Jolla,92037,House,Entire home/apt,8,3,4,8,344,32,95
6415740,1,Ocean Beach,92107,House,Entire home/apt,6,2,3,3,250,52,97
14962424,1,Mission Beach,92109,Condominium,Entire home/apt,6,2,2,2,254,16,92
16872314,1,South Park,92102,House,Entire home/apt,2,1,1,1,90,195,97
13812765,1,La Jolla,92037,House,Entire home/apt,14,5,6,8,850,51,97
27141818,1,Mission Hill,92110,Apartment,Entire home/apt,6,1,2,3,175,98,99
39970310,1,East Village,92101,Loft,Entire home/apt,6,1.5,1,4,120,11,100
35830975,1,Encanto,92114,House,Entire home/apt,2,1,0,1,65,18,89
24162760,1,Pacific Beach,92109,House,Private room,2,1,1,1,45,50,92
19014591,0.99,East Village,92101,Apartment,Entire home/apt,2,1,0,1,130,10,92
31863180,1,Gaslamp,92102,Apartment,Entire home/apt,7,1,2,5,175,41,84
36704095,1,La Jolla,92037,Cottage,Entire home/apt,2,1,1,1,150,5,84
908965,1,Mission Beach,92109,Apartment,Entire home/apt,5,2,2,3,169,21,95
35616134,1,Swan Canyon,92105,House,Entire home/apt,4,1,0,2,95,22,81
33586970,1,Pacific Beach,92109,Townhouse,Entire home/apt,8,3,3,3,324,11,91
38621277,1,Point Loma Heights,92107,Guest suite,Entire home/apt,2,1,0,1,62,5,95
1552090,1,College East,92115,House,Entire home/apt,1,1,1,1,60,264,99
24852743,0.94,Pacific Beach,92109,Apartment,Entire home/apt,4,1,1,2,182,5,92
38673655,1,Pacific Beach,92109,Apartment,Entire home/apt,4,1,1,1,115,11,100
9370098,0.99,Mission Beach,92109,Townhouse,Entire home/apt,8,2,3,5,324,17,91
24834197,1,Hillcrest,92103,House,Entire home/apt,6,2,2,4,129,78,90
14858347,0.97,Mission Beach,92109,Condominium,Entire home/apt,8,2,2,4,450,10,92
19163294,1,North Park,92104,Guest suite,Entire home/apt,4,1,0,1,99,211,98
816942,1,Grantville,92108,Condominium,Entire home/apt,5,1,1,1,125,98,98
33692004,1,Pacific Beach,92109,House,Private room,2,1,1,1,99,28,99
33412999,1,Cherokee Point,92104,House,Entire home/apt,4,1,2,2,119,5,96
21568243,1,Golden Hill,92102,Apartment,Entire home/apt,4,1,1,2,87,108,99
13942144,1,Mission Hill,92103,Bungalow,Entire home/apt,4,1,2,2,188,117,99
6481665,1,Pacific Beach,92109,Apartment,Private room,2,1,1,1,95,115,97
34341974,1,Ocean Beach,92107,Apartment,Entire home/apt,4,1,1,2,199,24,91
9368872,0.99,Ocean Beach,92107,Condominium,Entire home/apt,4,1,1,2,198,14,90
38550877,0.78,Point Loma Heights,92107,Apartment,Entire home/apt,2,1,1,1,110,6,80
18797100,1,Rolando,92115,Guest suite,Entire home/apt,2,1,1,1,69,70,99
23625713,1,Gaslamp,92101,Loft,Entire home/apt,4,1,0,3,200,120,99
25839015,1,Pacific Beach,92109,Condominium,Private room,2,1,1,1,60,131,97
18128222,1,North Park,92104,Apartment,Entire home/apt,6,1,2,2,116,91,93
12034834,1,East Village,92101,Serviced apartment,Entire home/apt,3,1,0,2,99,1,60
18115283,1,La Jolla,92037,Condominium,Entire home/apt,6,1.5,2,2,318,7,83
29967,1,Pacific Beach,92109,Bungalow,Entire home/apt,8,2,2,3,225,60,98
12546859,1,La Jolla,92037,Condominium,Entire home/apt,4,1,1,1,148,8,98
38903073,0.98,Little Italy,92101,Apartment,Entire home/apt,2,1,0,1,121,3,100
8322587,1,North Park,92104,House,Entire home/apt,4,1,2,2,149,106,99
13006930,1,Golden Hill,92102,House,Entire home/apt,5,1,2,2,125,84,94
19288367,0.92,Mission Beach,92109,House,Entire home/apt,15,2,4,5,325,24,99
39942773,1,Mission Beach,92109,Apartment,Entire home/apt,6,1,2,3,99,6,100
36316938,1,Emerald Hills,92114,Guest suite,Private room,2,1.5,1,1,35,17,95
2368033,1,Clairemont Mesa East,92117,House,Entire home/apt,4,2,2,4,139,15,97
10670362,1,Ocean Beach,92107,Bungalow,Entire home/apt,4,1,2,2,225,163,98
15288539,1,Ocean Beach,92107,Apartment,Entire home/apt,2,1,0,1,100,79,96
20034745,1,Paradise Hills,92139,Apartment,Private room,2,1,1,1,100,47,98
33992073,1,Kensington,92116,House,Private room,2,1.5,1,1,49,4,70
16660124,1,Mission Hill,92110,House,Entire home/apt,4,1,2,2,150,28,89
18671654,1,Allied Gardens,92120,Guest suite,Private room,4,1,1,1,60,107,99
34975998,1,Pacific Beach,92109,Apartment,Entire home/apt,4,1,1,1,123,37,97
11712270,1,Mission Beach,92109,Condominium,Entire home/apt,6,2,2,4,206,10,92
35746151,0.94,East Village,92101,Apartment,Entire home/apt,6,1,2,3,209,23,91
9464234,1,North Park,92104,Guesthouse,Entire home/apt,2,1,1,1,74,443,98
32895013,1,University City,92122,Condominium,Entire home/apt,4,1,1,1,3700,1,60
37044334,1,University Heights,92104,Townhouse,Entire home/apt,6,2.5,2,3,170,8,95
27059580,1,Hillcrest,92103,House,Entire home/apt,4,1,1,2,150,150,98
26417491,0.81,Mission Beach,92109,Apartment,Entire home/apt,7,2,2,5,499,14,83
36703948,1,Carmel Valley,92130,House,Entire home/apt,8,2.5,4,3,550,3,93
20217231,0.94,Pacific Beach,92109,House,Entire home/apt,6,3,3,4,471,8,96
39609218,0.98,East Village,92101,Apartment,Entire home/apt,6,2,2,3,217,4,75
19732921,1,North Park,92104,Guesthouse,Entire home/apt,4,1,1,2,140,25,96
22058708,1,Clairemont Mesa West,92117,House,Entire home/apt,2,1,1,1,100,17,96
5782655,1,Mission Beach,92109,House,Entire home/apt,9,4,3,7,300,77,98
17975468,1,La Jolla,92037,House,Entire home/apt,10,3.5,4,7,461,7,83
13814254,1,Grant Hill,92102,House,Entire home/apt,4,1,1,2,77,182,98
35704631,1,Bay Ho,92117,Tiny house,Private room,1,1,1,1,37,15,99
39504594,1,Little Italy,92101,Townhouse,Entire home/apt,6,3,3,3,499,1,100
22865655,0.5,Lake Murray,92119,House,Private room,2,1,1,1,29,27,89
16132490,1,Ocean Beach,92107,Cottage,Private room,1,1,1,1,74,10,100
149565,1,Bay Park,92117,House,Private room,1,1,1,1,65,43,92
33448900,1,Mission Beach,92109,Apartment,Entire home/apt,2,1,1,1,85,33,90
20624057,1,La Jolla,92037,Condominium,Private room,2,1,1,1,175,2,100
27163592,1,Hillcrest,92103,Guest suite,Entire home/apt,2,1,0,1,110,68,99
3894253,1,Rancho Bernardo,92128,Villa,Entire home/apt,10,3.5,4,4,899,3,100
27609313,0.67,La Jolla,92037,Condominium,Entire home/apt,4,2,2,3,320,1,100
19878244,0.99,Hillcrest,92103,Apartment,Entire home/apt,3,1,1,1,119,99,98
16930257,1,Pacific Beach,92109,Condominium,Entire home/apt,8,2.5,3,8,300,5,100
34477873,0.88,Pacific Beach,92109,Apartment,Entire home/apt,4,1,1,2,102,4,100
32313554,1,Logan Heights,92113,House,Entire home/apt,4,1,2,2,135,31,97
36882105,1,Midtown,92103,House,Private room,1,1,1,1,75,3,100
2231238,1,North Park,92104,Bungalow,Entire home/apt,6,1,3,4,175,184,97
22972158,1,North Park,92104,Townhouse,Entire home/apt,2,1,1,1,95,95,98
6228138,1,La Jolla,92109,House,Private room,1,1,1,2,50,1,80
3198657,0.93,Pacific Beach,92109,Apartment,Entire home/apt,2,1,1,1,155,43,97
13590781,1,Bay Park,92110,House,Entire home/apt,8,3,4,4,299,20,95
32868178,0.63,Hillcrest,92103,Bed and breakfast,Shared room,1,8,1,1,34,1,80
36471147,1,Mission Beach,92109,Apartment,Private room,3,1,1,1,60,13,97
38879624,1,Point Loma Heights,92110,Townhouse,Private room,2,1.5,1,1,35,6,97
26664243,1,Bay Ho,92117,House,Private room,2,1,1,1,72,61,99
27694799,1,Little Italy,92101,Bungalow,Entire home/apt,6,1,2,2,157,85,100
35803070,1,Ocean Beach,92107,Apartment,Private room,3,1,1,2,75,54,92
19508125,1,Point Loma Heights,92106,Condominium,Entire home/apt,2,1,1,1,98,94,98
13400233,0,Mission Beach,92109,House,Entire home/apt,8,2.5,3,3,550,3,90
15280345,1,Encanto,92114,Camper/RV,Entire home/apt,2,1,1,1,62,2,100
29881764,1,Ocean Beach,92107,Condominium,Entire home/apt,6,1,2,2,200,45,95
10407351,0.97,Mission Beach,92109,House,Entire home/apt,10,2,4,6,261,36,94
37091097,0.96,Pacific Beach,92109,House,Entire home/apt,10,3,4,6,1951,6,100
19950456,1,Pacific Beach,92109,House,Entire home/apt,11,2,3,7,900,34,99
18618265,1,North Park,92104,Guest suite,Entire home/apt,2,1,1,1,90,103,99
14763367,1,Hillcrest,92103,House,Entire home/apt,10,2,4,4,350,80,100
30797158,0.8,Del Mar Heights,92014,House,Entire home/apt,10,4,4,6,599,17,92
27031942,1,Golden Hill,92102,House,Private room,1,2,1,1,65,19,98
34018152,1,Pacific Beach,92109,Apartment,Entire home/apt,8,1,2,4,99,28,94
30348191,1,University Heights,92103,Apartment,Private room,2,1,1,1,45,40,100
18411833,0.73,Mission Beach,92109,House,Entire home/apt,10,3,3,6,499,23,99
39939720,1,El Cerrito,92115,Condominium,Entire home/apt,4,2,2,2,57,2,100
35237480,0.92,Fairmont Park,92105,House,Private room,1,1,1,2,30,8,93
30593494,1,Pacific Beach,92109,House,Entire home/apt,12,3.5,4,5,424,21,91
32808263,1,Point Loma Heights,92107,House,Entire home/apt,5,2,2,2,180,49,99
40291508,1,East Village,92101,Condominium,Entire home/apt,4,2,2,2,250,1,100
39929306,0.98,East Village,92101,Apartment,Entire home/apt,4,2,2,1,115,12,90
35976314,0.5,Core-Columbia,92101,Loft,Entire home/apt,4,1,0,1,550,3,100
460007,1,Cortez,92101,House,Entire home/apt,4,1,1,1,120,253,92
34311448,1,East Village,92101,Apartment,Entire home/apt,6,2,2,2,299,7,100
39701649,0.86,Ocean Beach,92107,House,Private room,2,1,1,1,60,1,100
21490193,1,Bay Ho,92117,House,Entire home/apt,6,2,3,4,200,30,100
11396257,1,Park West,92103,House,Entire home/apt,12,2.5,4,4,395,72,98
26666701,1,North Park,92104,House,Entire home/apt,4,1,2,2,190,17,100
22014987,1,Pacific Beach,92109,Condominium,Entire home/apt,6,1,1,2,110,10,89
1313771,1,University Heights,92104,House,Entire home/apt,4,1,1,1,109,190,96
39722969,1,Ocean Beach,92107,Apartment,Entire home/apt,2,1,0,0,95,2,90
11965016,1,Mission Beach,92109,Condominium,Entire home/apt,6,3,3,0,464,14,95
27833333,0.99,Sherman Heights,92102,House,Entire home/apt,16,2,2,8,179,62,89
18914997,1,Gaslamp,92101,Apartment,Entire home/apt,4,1,0,1,175,118,96
1913996,1,Harborview,92101,Loft,Private room,2,1,1,1,69,81,94
38627725,0.9,Valencia Park,92114,House,Private room,2,1,1,1,65,10,98
26232698,1,Kensington,92116,House,Private room,2,1,0,1,49,4,87
38604500,1,Linda Vista,92108,Apartment,Entire home/apt,5,2,2,4,199,8,98
36828529,1,Paradise Hills,92139,House,Private room,4,1,1,2,65,7,97
26782286,1,South Park,92102,Apartment,Entire home/apt,3,1,1,1,120,21,95
23546141,0.98,North Park,92104,Apartment,Entire home/apt,4,2,2,2,130,36,92
37607649,1,Mission Beach,92109,Apartment,Entire home/apt,4,1,1,2,199,4,100
41211242,1,Lake Murray,92071,House,Private room,2,1,1,2,34,1,100
38526871,1,North Park,92116,Condominium,Entire home/apt,4,1,0,1,90,43,100
29005831,1,North Park,92116,Bungalow,Entire home/apt,8,2,3,4,175,60,99
17975375,1,La Jolla,92037,House,Entire home/apt,7,2,3,3,525,4,55
30779060,1,Grant Hill,92102,Condominium,Private room,2,1,1,1,99,27,97
37990146,1,Rolando,91942,House,Entire home/apt,10,2,3,4,170,4,100
2593335,1,La Jolla,92037,House,Private room,2,1,1,0,115,103,99
39473799,1,Valencia Park,92114,Condominium,Entire home/apt,10,2,3,6,135,18,100
35768896,1,Pacific Beach,92109,Apartment,Entire home/apt,4,1,2,2,249,6,97
37014618,1,La Jolla,92037,Apartment,Entire home/apt,4,1,2,2,175,17,82
21996884,1,Mission Beach,92109,Cottage,Entire home/apt,6,1,2,2,249,121,99
19506468,1,Golden Hill,92102,Guesthouse,Entire home/apt,6,1.5,2,2,128,161,96
275560,1,Sherman Heights,92102,Apartment,Entire home/apt,2,1,1,1,79,8,100
39582002,0.99,Pacific Beach,92109,Apartment,Entire home/apt,4,1,1,2,10000,5,100
4423720,1,Park West,92101,Guest suite,Entire home/apt,3,1,2,3,125,39,97
22153605,0.99,Little Italy,92101,Apartment,Entire home/apt,2,1,1,1,159,5,88
20934793,0.92,North Park,92104,Bungalow,Entire home/apt,6,2,2,2,203,166,98
1898027,1,Mission Beach,92109,Cottage,Entire home/apt,8,2,4,5,342,3,40
39914401,1,Cortez,92101,Loft,Entire home/apt,4,1,1,2,300,1,100
23072178,1,Encanto,92114,House,Private room,4,1,1,2,69,60,100
35304699,1,La Jolla,92037,Condominium,Private room,1,1.5,1,1,69,2,100
40333293,0.96,Pacific Beach,92109,House,Private room,2,1,1,1,69,4,90
18417872,1,Cortez,92101,House,Private room,1,1,1,1,65,66,98
25019043,0.97,Mission Beach,92109,Condominium,Entire home/apt,6,1.5,2,4,395,1,100
17694144,1,Mission Beach,92109,House,Entire home/apt,4,1,1,3,135,235,93
37331547,1,Gaslamp,92101,Loft,Entire home/apt,7,1,2,3,171,38,96
13151996,1,Rancho Bernardo,92127,House,Entire home/apt,8,3,4,5,350,12,92
22389568,0.98,North Park,92104,Apartment,Entire home/apt,2,1,1,1,114,45,94
31649577,1,Bay Park,92117,Guest suite,Entire home/apt,2,1,1,1,75,7,100
28079170,1,North Park,92104,Apartment,Entire home/apt,2,1,1,2,120,41,95
38430736,1,Mission Beach,92109,Cottage,Entire home/apt,6,1,2,5,199,5,92
37459992,1,Mission Valley East,92108,Apartment,Shared room,1,1,1,1,300,4,85
20090192,1,Mission Beach,92109,Apartment,Entire home/apt,4,1,1,3,150,42,97
35309406,1,Barrio Logan,92113,Hostel,Private room,2,5,1,1,75,17,95
22356913,1,Allied Gardens,92120,House,Private room,1,1,1,1,55,8,100
40734204,1,Pacific Beach,92109,Apartment,Entire home/apt,6,2,2,2,215,1,100
22258197,1,Core-Columbia,92101,Apartment,Private room,2,2,0,1,75,135,93
20173685,0.88,Pacific Beach,92109,Apartment,Entire home/apt,4,1,1,2,165,8,100
8797999,1,Roseville/Fleet Ridge,92106,House,Private room,2,1,1,1,129,51,100
10061276,1,Pacific Beach,92109,House,Entire home/apt,8,2,3,3,295,89,94
22890870,1,Kensington,92116,House,Entire home/apt,6,2,3,4,200,14,100
24452298,0.95,Point Loma Heights,92107,Guesthouse,Entire home/apt,2,1,1,1,68,161,95
26451732,1,Ocean Beach,92107,House,Entire home/apt,4,1,2,2,200,49,94
21837364,1,Pacific Beach,92109,House,Entire home/apt,12,4.5,4,6,950,50,95
21506611,1,Ocean Beach,92107,Townhouse,Private room,2,1,1,2,85,62,99
28348014,1,Mira Mesa,92126,House,Private room,2,1.5,1,1,54,51,98
25316160,1,Mission Beach,92109,Tiny house,Entire home/apt,4,1,1,2,179,117,97
34399145,1,Rolando,92115,Cottage,Private room,2,1,0,1,55,16,93
36089401,1,Marina,92101,Condominium,Entire home/apt,8,1,1,3,299,43,91
32768239,0.88,Pacific Beach,92109,Apartment,Entire home/apt,4,1,1,2,125,6,90
18431914,1,La Jolla,92037,House,Entire home/apt,12,4,4,7,1049,4,95
17663030,0,La Jolla,92037,Apartment,Entire home/apt,2,1,1,1,120,1,100
23523141,1,Mission Beach,92109,Condominium,Entire home/apt,8,2,3,4,375,7,100
31710729,1,La Jolla,92037,Villa,Private room,4,1,1,2,118,68,98
37520213,1,Clairemont Mesa East,92111,Camper/RV,Entire home/apt,2,0,0,2,100,1,80
7746281,1,Adams North,92116,Guest suite,Entire home/apt,2,1,1,1,68,396,97
